text,label,,Person 1,Person 2,tally ,
കാലാവസ്ഥാ സാമൂഹികപ്രഭാഷണം,neutral,,2,1,1,
പാട്ട് കേൾക്കുമ്പോൾ മനസ്സിൽ സന്തോഷം.,neutral,,2,1,1,
പാട്ടിന്റെ ശൈലി മിതമാണ്.,neutral,,1,1,1,
വ്യായാമം ഒരു സംസ്കാരമാക്കണം.,negative,,2,2,0,
വീഡിയോ വളരെ ഹൃദയം തൊടുന്ന വിധം.,positive,,2,1,2,
വീട്ടിലെ പ്രവർത്തന പങ്കാളിത്തം വ്യത്യാസപ്പെടും.,neutral,,2,2,1,
ഡോക്ടർ ചുരുക്കിച്ചർച്ച് ചെയ്തത് ഇഷ്ടമായി.,positive,,2,2,2,
പാട്ടിന്റെ ദൃശ്യങ്ങൾ ഹൃദയസ്പർശം.,neutral,,0,2,1,
മനോഹരമായ കലാസൃഷ്ടികൾ നമ്മുടെ സമ്പദ്‌വ്യവസ്ഥയുടെ ഭാഗമാണ്.,positive,,2,2,2,
സാക്ഷികൾ ചോദ്യം ചെയ്യപ്പെടുന്നു.,neutral,,0,1,1,
ചിലർ ഡിജിറ്റൽ ആശയവിനിമയം കൂടുതൽ ഉപയോഗിക്കുന്നു.,neutral,,0,1,1,
വ്യക്തിപരമായ അഭിരുചി ജീവിതത്തിലെ സ്വാധീനം.,neutral,,0,2,1,
കമ്പ്യൂട്ടറിൽ ജോലി ചെയ്യുന്നവർക്ക്ക് വേണ്ടി.,positive,,2,2,2,
കാലാവസ്ഥ ബോധവത്കരണ പരിപാടികൾ,neutral,,0,2,1,
ചിലർ പുതിയ രീതികൾ പരീക്ഷിക്കുന്നു.,neutral,,2,1,1,
"പാട്ടിന്റെ വരികൾ പിന്തുടരാൻ സാധിക്കില്ല.,",negative,,2,1,0,
പാട്ടിന്റെ ഭാഗങ്ങൾ കേൾക്കാൻ ആകർഷകമാണ്.,neutral,,2,1,1,
വാർത്തകളിൽ തെറ്റുള്ള വിശദാംശങ്ങൾ,negative,,2,2,0,
പാചകക്കാർക്ക് ഈ വീഡിയോ ഏറെ പ്രയോജനം.,positive,,2,2,2,
മഴ മുന്നറിയിപ്പ് കൃത്യം.,positve ,,1,1,2,
പാട്ടിന്റെ ഭാഗങ്ങൾ ഹൃദയസ്പർശമാണ്.,neutral,,2,1,1,
ധന്യവാദങ്ങൾ ഈ അറിവിന്.,positive,,2,1,2,
പാട്ടിലെ കലാപാരമ്പര്യം നിലനിൽക്കുന്നു.,neutral,,2,2,1,
"തിരക്കഥാരചയിത പിഴച്ചാണ്.,",negative,,2,1,0,
"കോട്ട, ഹോട്ടലുകളിൽ അഴിമതികൾ",negative,,2,2,0,
നാടിന്റെ ആചാരങ്ങൾ പങ്കുവെച്ചത് ഉത്തമം.,positive,,2,2,2,
പാട്ടിലെ വരികൾ മനോഹരമായ കാവ്യരചനയാണ്.,positive,,2,2,2,
അഭിപ്രായം അനുഭവ സർവേ,positive,,2,2,2,
പാട്ടിൽ ഉള്ള പ്രത്യയം മനസ്സിലായി.,positive,,2,2,2,
വിവരം ആത്മസമ്മതമല്ല,negative,,2,2,0,
പാട്ടിന്റെ ലയവുമായി പാട്ടുകൾ പൊരുത്തപ്പെടുന്നു.,neutral,,2,1,1,
പുതിയതായി ഒന്നും കാണിച്ചതില്ല.,neutral,,2,1,1,
പാട്ടിൽ സുസ്ഥിരതയില്ല.,negative,,2,2,0,
വീഡിയോകളുടെ സന്ദർശനം ശരിയാണ്.,negative,,2,2,0,
പുതിയ വിനോദസഞ്ചാര മേഖലകൾ വളർച്ചയുടെ അഭാവം,negative,,2,2,0,
പാട്ട് കേൾക്കുമ്പോൾ വേദന അലഞ്ഞു പോകുന്നു.,positive,,2,1,2,
വിവരണം തെറ്റിദ്ധരിക്കുന്നതാണ്,negative,,2,2,0,
വിവരണം അപാരമായ അസ്ഥിരതയുണ്ട്,negative,,2,1,0,
മാനസിക സമ്മർദ്ദം ജീവിതം ദുർബലമാക്കുന്നു.,negative,,2,0,0,
ഈ ചാനലിൽ നിന്ന് പഠിക്കാൻ അധികം കിട്ടുന്നു.,positive,,2,1,2,
പാടലിലെ ഭാവന അതി ഗംഭീരം.,positive,,2,2,2,
"നല്ല പാചകം മാത്രമല്ല, സുരക്ഷയും പരിഗണിക്കണം.",negative,,0,2,0,
ആശയങ്ങള്‍ നന്നായി അവതരിപ്പിച്ചിരിക്കുന്നു.,neutral,,1,2,1,
നല്ല ക്രമീകരണം,positive,,2,0,2,
പാട്ട് കേൾക്കുമ്പോൾ മനസ്സിൽ സന്തോഷം.,neutral,,2,2,1,
ഭക്ഷണവും വ്യായാമവും ചേർത്ത് മുന്നോട്ട്.,neutral,,2,1,1,
പ്രാദേശിക കാലാവസ്ഥ നിരീക്ഷണം.,neutral,,2,1,1,
പ്രതികളുടെ കൈമാറ്റം നടക്കുന്നു.,neutral,,2,1,1,
പാട്ടിന്റെ ഭാഗങ്ങൾ ഹൃദയസ്പർശമാണ്.,neutral,,2,1,1,
പാട്ടിൽ ആവേശം കുറവാണ്.,negative,,0,1,0,
പുതിയ കാലാവസ്ഥാ ഉപകരണങ്ങൾ,negative,,0,2,0,
കാലാവസ്ഥാ സുരക്ഷാ ഫലങ്ങൾ,neutral,,2,2,1,
പാട്ടിൽ ഉണർവു നിറഞ്ഞിരിക്കുന്നു.,positive,,2,1,2,
പാട്ട് കേൾക്കുമ്പോൾ ആശയങ്ങൾ വ്യക്തമാണ്.,neutral,,2,1,1,
പാട്ടിലെ ലയവും താളവും ശരാശരി.,neutral,,2,0,1,
ഇത് ഒരു സാധാരണവെളിയേറ്റം ആണ്.,neutral,,1,0,1,
വല്ലതിനും മുൻപിൽ കാഴ്ചപ്പാടുകൾ,positive,,2,0,2,
പാട്ട് കേൾക്കുമ്പോൾ ആശയങ്ങൾ വ്യക്തമാണ്.,neutral,,1,2,1,
പ്രേക്ഷകർക്ക് സന്തോഷം നൽകുന്ന പാട്ട്.,positive,,2,2,2,
പാട്ടിന്റെ സമാപനം ആവർത്തനമാണ്.,negative,,2,2,0,
"""ഡിജിറ്റൽ മാർക്കറ്റിംഗിന് കൂടുതൽ പരിശീലനം ആവശ്യമാണ്.""",neutral,,2,1,1,
പാട്ടിന്റെ ഭാഗങ്ങൾ കേൾക്കാവുന്നതാണ്.,neutral,,2,1,1,
പച്ചക്കാടുകളുടെ സ്വർഗ്ഗം,positive,,2,2,2,
പാട്ടിന്റെ അവതരണം ശരാശരി.,neutral,,2,1,1,
പുത്തൻ തലമേൽക്കുളമാണ് ഇത്.,positive,,2,0,2,
ശരീരത്തിന്റെ എണ്ണവും കരുത്തും മാറും.,neutral,,2,2,1,
ഈ വീഡിയോകൾ നമ്മെ കടന്നുപോകുന്ന വഴികാട്ടി.,positive,,2,2,2,
വായനയ്ക്ക് പ്രോത്സാഹനം നൽകുന്ന ചാനൽ.,positive,,2,2,2,
"""വിജയ പൂവാകുന്നു""",positive,,2,2,2,
"ക്യാമറ പ്രവർത്തനത്തിൽ അപൂർവ പിഴവുകൾ.,",negative,,2,2,0,
പാചക റീഫറൻസ് സാധാരണയായി നടപ്പിലാക്കാം.,neutral,,2,1,1,
പാട്ട് കേൾക്കാൻ ആകർഷകമല്ല.,neutral,,2,1,1,
വാർത്തയിൽ നല്ലടയം,positive,,2,2,2,
കഠിനമായ വ്യായാമം എപ്പോഴും വേണ്ടത്ര അല്ല.,neutral,,2,1,1,
ഈ ഗാനത്തിന്റെ മ/elody പുതിയ അനുഭവമാണ്.,positive,,2,1,2,
മഴ കനത്തപ്പോഴും അറിയിപ്പ് താമസിച്ചു.,negative,,2,1,0,
പാട്ടിന്റെ ഭാവം എന്നെ കെട്ടിപ്പിടിച്ചു.,positive,,2,1,2,
മനസ്സും ശരീരവും സമന്വയിപ്പിക്കുക.,positive,,2,1,2,
"""വ്യാപാരം ബുദ്ധിമുട്ടായി മാറുമോ എന്ന് അറിയണം.""",neutral,,2,2,1,
മഴയുടെ കനത്ത അളവ് തെറ്റായി പ്രകടനം.,negative,,2,1,1,
പാട്ടിന്റെ ഭാവം ഹൃദയസ്പർശിയല്ല.,neutral,,2,1,2,
"നൃത്തസംഘടന ആകർഷികമാണ്.,",positive,,2,1,1,
മെച്ചപ്പെട്ട വിവരങ്ങൾ പങ്കുവെച്ചതിന് നന്ദി.,positive,,2,2,2,
പാട്ടിന്റെ ഗതികൾ മിതമാണ്.,neutral,,2,2,1,
മലയാളം ഭാഷയുടെ ഉത്തമ ഉദാഹരണം.,positive,,2,1,2,
പാട്ടിന്റെ വിസ്മയം ഉയർത്തുന്നു.,positive,,2,1,2,
കുറ്റാന്വേഷണ വിധി പ്രതീക്ഷിക്കുന്നു.,neutral,,2,1,1,
പ്രശസ്ത ഫിറ്റ്‌നസ് പേജുകൾ.,positive,,2,1,2,
"""ക്ലാസുകൾ നല്ല വിശദീകരണമായി കാണാനാകുന്നു""",positive,,2,2,2,
ഈ എപ്പിസോഡിന്റെ ക്ലാസുകൾ തയ്യാറാക്കി.,positive,,2,2,2,
പാട്ട് ന്യൂനപക്ഷമായിരിക്കുന്നു.,negative,,2,2,0,
പാട്ട് കേൾക്കാൻ പൊരുത്തമുണ്ട്.,neutral,,2,2,1,
സംഗീതത്തിന്റെ ശക്തി ഒരിക്കലും മറക്കാനാകല്ല.,positive,,2,2,2,
"""ക്ലയന്റുകളുടെ അഭിപ്രായം ശ്രദ്ധിക്കണോ?""",neutral,,1,2,1,
രോഗികൾക്ക് ഉപകാരപ്രദം,positive,,2,1,2,
കാലാവസ്ഥയ്ക്കും സാമൂഹ്യവുമായ പ്രതിഷേധങ്ങൾ.,neutral,,2,1,1,
പാട്ടിലെ കലാപാരമ്പര്യം നിലനിൽക്കുന്നു.,neutral,,2,2,1,
പഠാശുദ്ധി മികവുള്ള വീഡിയോ സീരീസ്.,negative,,2,2,0,
പാട്ടിലെ സംഗീതം ലളിതമാണ്.,neutral,,2,2,1,
പ്രകൃതിയുടെ സംരക്ഷണത്തെ കുറിച്ച് കൂടുതൽ വിശദാംശങ്ങൾ ഉണ്ടായിരുന്നെങ്കിൽ നന്നായിരുന്നു,neutral,,0,2,1,
കാലാവസ്ഥാ സംസ്കാരം,neutral,,2,2,1,
നാടിൻറെ പാരമ്പര്യവും വളർത്തുന്ന ഓർമ്മകൾ,positive,,2,1,2,
മഴ തുടരും എന്ന് ചാനൽ ഉറപ്പായി.,positve ,,2,1,2,
കാലാവസ്ഥ റിപ്പോർട്ടുകൾ ക്ലച്ച് ആയിരിക്കുകയാണ്,negative,,0,0,0,
പാട്ട് കേൾക്കാൻ എളുപ്പമാണ്.,neutral,,1,2,1,
ചിലരുടെ ഭക്ഷണ ശീലം മാറാറുണ്ട്.,neutral,,1,2,1,
പാട്ടിന്റെ സംഗീതം ലളിതവും മനോഹരവുമാണ്.,neutral,,2,2,1,
പുത്തൻ ചാനൽ മാത്രം,positive,,2,1,2,
പാട്ടിന്റെ അവതരണം മിതമാണ്.,neutral,,2,2,1,
സ്പഷ്ടമായ അവതരണം.,positive,,2,2,2,
അടിസ്ഥാന വിവരങ്ങൾ നൽകുന്നില്ല.,negative,,0,1,0,
മതിയായ ഊർജ്ജം ലഭിക്കണം.,negative,,2,1,0,
കാലാവസ്ഥ സമൂഹത്തിൽ,neutral,,2,2,1,
കാലാവസ്ഥയ്ക്ക് ഭൗതിക പ്രതികരണങ്ങൾ,neutral,,2,1,1,
മഴക്കാലം മുമ്പ് അറിയിക്കണം.,negative,,2,1,0,
സൃഷ്ടിയുടെ ഗണിതം ശരി.,neutral,,2,2,1,
"വന്തിയുള്ള കാഴ്ചകൾ, പക്ഷെ കൂടുതൽ വിവരശേഖരണം ആവശ്യമാണ്",neutral,,2,2,1,
ആരോഗ്യം നിങ്ങളുടെ നന്മയ്ക്ക്.,positive,,2,2,2,
വ്യായാമം വഴി ഇറങ്ങുന്ന താത്പര്യം ഇവിടുനിന്ന് തുടങ്ങുന്നു.,positive,,2,2,2,
പുതിയ ആശയങ്ങൾക്ക് നന്ദി,positive,,2,1,2,
പാട്ടിന്റെ ഭാഗിക ഘടന ശരിയായിരിക്കുന്നു.,neutral,,2,1,1,
അതിസാഹസികതയില്ലാതെ.,neutral,,2,1,1,
നൂതന രൂപം,positive,,2,1,2,
കാലാവസ്ഥ പ്രതിരോധ മാർഗങ്ങൾ,neutral,,2,1,1,
പാട്ടിന്റെ സമ്പൂർണത കുറവാണ്.,negative,,2,1,0,
ആരോഗ്യം വളർന്നു.,positive,,2,2,2,
""" ഇന്നും പഠിക്കാൻ ആഗ്രഹം """,positive,,2,2,2,
വ്യാപാര വ്യാപ്തി കൂടുന്നതായി തോന്നുന്നു,negative,,2,2,0,
സംശയാസ്പദരായവരെ പരിശോധിക്കുന്നു.,neutral,,2,1,1,
പാചക വർഗ്ഗത്തിലെ പ്രശ്നങ്ങൾ പരിഹരിക്കാന്‍് സഹായമില്ല.,negative,,2,0,0,
മനോഹരമായ കഥ പറയുന്നതിൽ വിജയിച്ചവർ.,positive,,2,1,2,
"""ഈ വീഡിയോയിൽ ഒരു പ്രത്യേകതയുമില്ല, സമയം浪费 ചെയ്തു""",negative,,2,2,0,
ഒരു നിശ്ചല വീഡിയോ.,neutral,,2,2,1,
വാർത്തകളുടെ പ്രകടനം അപമാനകരം,negative,,2,1,0,
കൂടുതൽ കൂട്ടായ്മ വേണം.,neutral,,2,1,1,
സഞ്ചാരികളുടെ ബുദ്ധിമുട്ട് പറഞ്ഞിട്ടില്ല,negative,,2,1,0,
സാക്ഷിയുടെ സുരക്ഷ ഉറപ്പാക്കുന്നു.,neutral,,2,1,1,
വീഡിയോ കാണുന്നത് പഠനാനുഭവമാണ്.,negative,,2,2,0,
പ്രവചനാത്മക കാലാവസ്ഥാ വിവരങ്ങൾ.,neutral,,2,2,1,
പാചക സന്ദർശനം ദുർബലമാണ്.,negative,,2,2,0,
വ്യായാമം തുടര്‍ന്ന് തുടരാം.,neutral,,2,2,1,
സഞ്ചാര വാകാസ്ഥലങ്ങളിൽ വലിയ തിരക്ക്,negative,,2,2,0,
കാലാവസ്ഥ നിരീക്ഷണ പദ്ധതികൾ,neutral,,2,1,1,
കാലാവസ്ഥ സംരക്ഷണ മാർഗ്ഗങ്ങൾ,neutral,,2,2,1,
വാരാന്ത്യ കാലാവസ്ഥ വിലയിരുത്തൽ.,neutral,,2,1,1,
"അഭിനയത്തിൽ തത്വാർത്ഥ്യത കുറവാണ്.,",negative,,2,1,0,
മനസ്സിലാകുന്ന വിധം വിശദീകരിച്ചിരിക്കുന്നു.,positive,,2,1,2,
കാലാവസ്ഥയിൽ ചെറിയ മാറ്റങ്ങൾ സാധാരണമാണ്,negative,,2,0,0,
"സിനിമയുടെ കഥ വൈകാതെ മാറി.,",positive,,2,1,2,
പാട്ട് കേൾക്കുമ്പോൾ മനസ്സിൽ സന്തോഷം.,neutral,,2,1,1,
സഞ്ചാരി സംരക്ഷണത്തിന് ഉള്ള ഒരുക്കം ലഘുതരമാണ്,negative,,2,1,0,
കാലാവസ്ഥയുടെ സ്വഭാവം ആധികാരികമാണ്.,neutral,,2,1,1,
പാട്ട് സുസ്ഥിരമായ ദിശയിൽ പുരോഗമിക്കുന്നു.,neutral,,2,1,1,
പാട്ടിലെ കലാപാരമ്പര്യം നിലനിൽക്കുന്നു.,neutral,,2,1,1,
സംശയങ്ങൾക്ക് നല്ല മറുപടി.,positive,,2,0,2,
എല്ലാ ദിവസവും ചെയ്യുന്നതിന് വിക്കിള്‍.,neutral,,2,0,1,
"""മലയാളം ബിസിനസ് ചാനലുകൾയുടെ മുമ്പോട്ട് വളർച്ച ഇല്ല""",negative,,2,2,0,
മുൻകൂട്ടി അറിയുവാൻ സഹായം.,positive,,2,2,2,
ആരോഗ്യത്തിനുള്ള പ്രധാന ഭാഗങ്ങൾ.,neutral,,2,2,1,
"""നിങ്ങളുടെ ബിസിനസ് ഐഡിയ നാല്‌പാലം!""",negative,,1,2,0,
മാനസിക തകരാറുകൾ കുറയ്ക്കാം.,neutral,,0,1,1,
പാട്ടിന്റെ ആശയം സാധാരണ.,neutral,,2,1,1,
കാലാവസ്ഥയുടെ സ്വഭാവ മാറ്റങ്ങൾ.,neutral,,2,1,1,
മാറ്റങ്ങൾ തലച്ചോറിലും പ്രതിഫലിക്കും.,negative,,2,1,0,
പാട്ട് കേൾക്കുമ്പോൾ മൃദുവായ അനുഭവം.,neutral,,2,1,1,
കുട്ടികൾക്കും കൂടുതൽ ഉപകാരപ്രദം.,positive,,2,1,2,
ആരോഗ്യപരമായി നല്ല മോറ്റിവേഷൻ.,positive,,2,1,2,
പാട്ട് കേൾക്കാൻ ആകർഷകമല്ല.,neutral,,2,2,1,
കോടതി തീരുമാനം പ്രതീക്ഷിക്കുന്നു.,neutral,,2,2,1,
പാട്ടിന്റെ ശ്രാവ്യത കുറവാണ്.,negative,,2,2,0,
"ആദ്യം കണ്ടവരിൽ ഒരാളാണ്, ഇനി സ്ഥിരം abonnée.",positive,,2,2,2,
ബന്ധങ്ങൾ ദൈനംദിന ജൈവികതയിലും മാറ്റമുണ്ട്.,neutral,,1,2,1,
പാട്ടിന്റെ ലയവും താളവും പൊരുത്തപ്പെടുന്നു.,neutral,,0,2,1,
പരീക്ഷകളിൽ മികച്ച മാർഗ്ഗങ്ങൾ നിർദ്ദേശിക്കുന്നു.,negative,,1,2,0,
വാർത്തകളിൽ മാറ്റങ്ങൾ,positive,,2,2,2,
ഗായകനിൽ ആത്മാർത്ഥത കാണാനില്ല.,negative,,1,2,0,
പാട്ട് കേൾക്കാനാവശ്യമായ സമയം കുറഞ്ഞു.,neutral,,2,1,1,
കാലാവസ്ഥാ പ്രതിരോധ നടപടികൾ,neutral,,2,2,1,
പുതിയ രീതികൾ പഠിക്കാനായി.,negative,,1,2,0,
ബന്ധങ്ങൾ വളർച്ചക്കു വിധേയമാണ്.,neutral,,0,2,1,
സൂക്ഷ്മമായ കാലാവസ്ഥ പ്രവചനം നന്ദി.,positve ,,2,1,2,
വാർത്തകൾ തെറ്റായ നിഗമനങ്ങൾ,negative,,2,1,0,
പാട്ട് പ്രസിദ്ധീകരണത്തിന് അനുകൂലമല്ല.,negative,,2,2,0,
കാര്യങ്ങൾ പതുക്കെ മുന്നേറുന്നു.,neutral,,2,2,1,
നിങ്ങളുടെ ചാനലിൽ നിന്നു പഠിച്ച കാര്യങ്ങൾ എല്ലാം ശരിയാണ്.,positive,,2,2,2,
മനുഷ്യശരീരത്തിനുള്ള വ്യായാമം.,neutral,,2,2,1,
പാട്ടിന്റെ രചന ലളിതമാണ്.,neutral,,2,1,1,
വാർത്തയുടെ സങ്കടകരമായ വശങ്ങൾ,negative,,2,1,0,
പാട്ടിന്റേതായ പ്രത്യേക സവിശേഷതകൾ കൂടുതൽ വേണം.,neutral,,2,1,1,
വായു പ്രവഹം മുന്നറിയിപ്പ് ശരിയല്ല.,negative,,2,1,0,
മനോഹരമായ പാചക ശൈലി.,positive,,2,1,2,
കാലാവസ്ഥയുടെ ഭാഗ്യങ്ങൾ.,neutral,,2,2,1,
കലാപരമായ വലിയ തുടക്കം.,positive,,2,1,2,
"സീരിയലിലെ അതിശയകരമായ മാറ്റങ്ങൾ.,",positive,,2,1,2,
കാലാവസ്ഥ വിവരങ്ങൾ സമർപ്പിക്കൽ,negative,,2,1,0,
ഇത്രയും ലളിതമായുള്ള റെസിപ്പി ഒരിക്കലും കണ്ടിട്ടില്ല.,positive,,2,1,2,
വീഡിയോ സമയമെത്രം കുറഞ്ഞതാണ്.,neutral,,2,2,1,
കൂടുതൽ വ്യൂവേഴ്സിന് ഉപകാരപ്പെടുന്ന വീഡിയോ.,positive,,2,1,2,
പാടൽ കേൾക്കുന്നവർക്ക് സന്തോഷം പകരുന്നു.,positive,,2,1,2,
കോച്ചിന്റെ നിർദ്ദേശം അനുസരണം.,positive,,2,1,2,
പാചകത്തിനുള്ള അടുക്കള പരിമിതമാണ്.,negative,,2,1,0,
"ഹാസ്യരംഗങ്ങൾ കാണാതെ പോയപ്പോൾ വിഷമിച്ചു.,",negative,,2,1,0,
മികച്ച ആശയവിനിമയം.,positive,,2,2,2,
കാലാവസ്ഥാ സാങ്കേതിക വിദ്യ,negative,,2,1,0,
കാലാവസ്ഥാ വ്യതിയാനത്തെക്കുറിച്ചുള്ള ശ്രദ്ധ,negative,,2,1,0,
മാറ്റങ്ങൾ തലച്ചോറിലും പ്രതിഫലിക്കും.,neutral,,2,1,1,
പാടലിനെ കേൾക്കുമ്പോൾ ആത്മാവ് നിറയുന്നു.,positive,,2,1,2,
കാലാവസ്ഥയെ മനസ്സിലാക്കാനുള്ള ശ്രമങ്ങൾ,neutral,,2,2,1,
ഹൃസ്വസമയ റീലാക്സേഷനുകൾ പോലും ഇല്ലാതായ അവസരം.,negative,,2,2,0,
കാലാവസ്ഥാ പഠന പ്രവർത്തനങ്ങൾ,neutral,,2,2,1,
പാട്ട് കേൾക്കാനാവശ്യമായ സമയം കുറഞ്ഞു.,neutral,,2,2,1,
മനസ്സിലാകുന്ന രീതിയിൽ സാംസ്‌കാരിക പാഠങ്ങൾ.,positive,,2,1,2,
"ഭൂരിഭാഗം സീൻസ് ഹൃദയസ്പർശിയാണ്.,",positive,,2,1,2,
മാനസിക ആരോഗ്യത്തിനും മാർഗ്ഗങ്ങൾ.,neutral,,2,2,1,
പാട്ട് കേൾക്കുമ്പോൾ മനസ്സിൻറെ മനോഹരം വർധിക്കുന്നു.,positive,,2,1,2,
പാട്ടിന്റെ പെരുമാളും സന്ദേശവും അമിതമായ പ്രചോദനം.,positive,,2,2,2,
അപ്ഡേറ്റ്സ് വേഗത്തിൽ.,positive,,2,1,2,
മലയാളത്തിൽ പഠിക്കാൻ മികച്ച പ്ലാറ്റ്ഫോമാണ്.,negative,,2,1,0,
"""ക്യാഷ്‌ച്ചിക്കുവാൻ അലന്തം""",negative,,2,2,0,
മതിയായ ഊർജ്ജം ലഭിക്കുക.,neutral,,2,2,1,
പ്രകൃതിയോട് ചേർന്നിരിക്കുന്ന ഈ സ്ഥലങ്ങൾ പ്രസാദമാകുന്നു,positive,,2,2,2,
പാട്ടിലെ സംഗീതം ലളിതമാണ്.,neutral,,2,1,1,
കുറച്ച് ചെയ്താലും ഫലം ഉണ്ടാകും.,negative,,2,2,0,
"സീരിയൽ ശ്രേണി കുറഞ്ഞു.,",negative,,2,2,0,
കാലാവസ്ഥാ മാനദണ്ഡങ്ങൾ,neutral,,2,2,1,
വ്യായാമം ചെയ്യുമ്പോൾ ശരിയായ ഫോമും സങ്കേതവും ശ്രദ്ധിക്കുക.,positive,,2,2,2,
ഭാവനകളെ ഉണർത്തുന്ന ന്യൂസ്.,positive,,2,1,2,
പാട്ടിന്റെ ലയവും താളവും ശരാശരി.,neutral,,2,2,1,
നമ്മുടെ കാടുകളിൽ മാറ്റം കാണാം.,neutral,,2,1,1,
പാട്ടിലെ ചോദ്യങ്ങൾ ആവർത്തിക്കുന്നു.,negative,,2,2,0,
ഇത് കണ്ടപ്പോൾ ആത്മവിശ്വാസം പകരപ്പെട്ടു.,positive,,2,2,2,
പാട്ടിന്റെ ശബ്ദ സാന്ദ്രത കുറവാണ്.,negative,,2,2,0,
സഞ്ചാരത്തിന് അത്ര ശ്രദ്ധേയം നൽകാത്ത പ്രദേശങ്ങളായി തോന്നി,neutral,,2,2,1,
ഭേദപ്പെട്ട സംവേദനം.,positive,,2,2,2,
കാലാവസ്ഥ സുരക്ഷാ നടപടിക്രമം,neutral,,2,2,1,
ഹൃദയം കീറിയ പാട്ട്.,positive,,2,2,2,
പാട്ടിൽ ആസ്വദിക്കാനാവാത്ത ഭാഗങ്ങൾ ഉണ്ട്.,negative,,2,2,0,
ഒരു ദിവസം എങ്കിലും പരീക്ഷിക്കാം.,neutral,,2,2,1,
കാലാവസ്ഥ അറിയിപ്പ് നല്ലതാണ്.,positve ,,2,2,2,
പാട്ട് ഹൃദയംമൂടി പോകുന്നു.,positive,,2,2,2,
സന്ദർശിക്കാൻ നല്ല ചാനൽ.,positive,,2,1,2,
പാചക പഠനത്തിന് സഹായം.,positive,,2,1,2,
ജനപ്രിയ ടൂറിസം കേന്ദ്രങ്ങളിൽ കുറവ് മാനേജ്മെന്റ്,negative,,2,1,0,
വാനിലേക്കുള്ള കാലാവസ്ഥ അറിയാം.,neutral,,2,1,1,
ഒരിക്കല്‍ ദിവസം പരീക്ഷിക്കാം.,neutral,,2,2,1,
കാലാവസ്ഥ സുരക്ഷാ നടപടികൾ,neutral,,2,2,1,
സുരക്ഷാ നടപടികൾ പര്യാപ്തമല്ല,negative,,2,2,0,
പാടൽ കലയുടെ ഗംഭീര മനോഹാരിതയുണ്ട്.,positive,,2,1,2,
വീഡിയോയിലെ വിവരങ്ങൾ അപര്യാപ്തമായി തോന്നുന്നു,negative,,2,0,0,
സാധാരണ വീടുപയോഗ സാധനങ്ങൾ.,neutral,,2,2,1,
പാട്ടിന്റെ ഭാഗങ്ങൾ മിതമാണ്.,neutral,,2,1,1,
കാലാവസ്ഥ ഡാറ്റാ മാനേജ്‌മെന്റ്,neutral,,2,1,1,
വിഷു പരിശോധിക്കാൻ വേണം.,negative,,2,1,0,
ഓരോ വാർത്തയിലും പുതുമ,positive,,2,2,2,
വീഡിയോ കൂടെ കാണാന്‍ താൽപര്യമില്ല.,negative,,0,0,0,
നല്ല പഠന രീതി പങ്കുവെച്ചിരിക്കുന്നു.,negative,,0,0,0,
മഴ വൈകി പെയ്യുന്നു. മഴ യാഥാർത്ഥ്യത്തിനും വ്യത്യസ്തം.,negative,,0,0,0,
കാലാവസ്ഥ അറിയിക്കാൻ ഈ ചാനൽ നല്ലതാണ്.,positve ,,0,1,2,
കാലാവസ്ഥയിലേക്കുള്ള വീക്ഷണം.,positive,,2,1,2,
കണ്ണൂറും കാസര്‍കോട്ടും മഴയെ പാലിയുന്നു.,positve ,,2,0,2,
കാലാവസ്ഥാ രേഖകൾ വിശദമായി.,neutral,,2,2,1,
പാട്ടിന്റെ സംഗീതം കേൾക്കാൻ ആകർഷകമാണ്.,neutral,,2,1,1,
ഈ ചാനൽ മികച്ചതാണ്.,positive,,2,1,2,
പാട്ടിന്റെ ഗുണമേന്മ ശരാശരിയിലാണ്.,neutral,,1,0,1,
ശരീരത്തിന് സമ്പൂർണ്ണ പരിപാലനം.,positive,,2,1,2,
പാട്ടിലെ സംഗീതം ലളിതമാണ്.,neutral,,2,2,1,
നിങ്ങളുടെ പോസ്റ്റ് ഞങ്ങൾക്ക് വലിയ ഇന്സ്പിറേഷനാണ്.,positive,,2,2,2,
ആരോഗ്യത്തിനായി ശ്രദ്ധയോടെ.,positive,,2,1,2,
പെരുത്തും പാടാൻ കഴിയുന്നവർക്ക് അഭിനന്ദനം.,positive,,2,1,2,
വിശ്വസ്തവായാഹാരം പോലെ പ്രഭാഷണം.,positive,,1,1,2,
ഹൃദയം വേറിട്ട വഴിയിലേക്ക് നയിക്കുന്നു.,positive,,1,1,2,
സംസ്ഥാന കാലാവസ്ഥാ പദ്ധതികൾ,neutral,,2,1,1,
കാലാവസ്ഥ ശാസ്ത്രം വിശദീകരിക്കുന്നു.,neutral,,2,1,1,
കാലാവസ്ഥാ വാർത്തകൾ വിലയിരുത്തുന്നു.,neutral,,2,2,1,
നല്ല സൗന്ദര്യമുളള പ്രകൃതി വിശേഷങ്ങൾ,positive,,2,1,2,
നിങ്ങളുടെ ശ്രമം മൂലമുണ്ടായ സൗന്ദര്യം കാണാം.,positive,,2,0,2,
കാലാവസ്ഥാ ശക്തി,neutral,,2,2,1,
പാട്ടിന്റെ വിചാരവും സവിശേഷതയും കൂടുതൽ വേണം.,neutral,,2,1,1,
